label,gender,native_country,education,education_num,occupation,workclass,marital_status,race,age_buckets
1.0,Male,United-States,Some-college,10,Craft-repair,Private,Divorced,White,"(50,55]"
0.0,Female,United-States,Some-college,10,Sales,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Married-civ-spouse,White,"(35,40]"
1.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Married-civ-spouse,Black,"(65,90]"
0.0,Male,United-States,Some-college,10,Protective-serv,Private,Divorced,White,"(18,25]"
0.0,Male,United-States,Bachelors,13,Exec-managerial,Self-emp-inc,Married-civ-spouse,White,"(55,60]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,Mexico,1st-4th,2,Machine-op-inspct,Private,Married-civ-spouse,White,"(50,55]"
0.0,Male,Puerto-Rico,HS-grad,9,Handlers-cleaners,Private,Separated,White,"(25,30]"
0.0,Male,United-States,Masters,14,Prof-specialty,Private,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,Masters,14,Prof-specialty,Local-gov,Divorced,White,"(40,45]"
0.0,Male,United-States,11th,7,Other-service,Private,Never-married,White,"(16,18]"
1.0,Male,United-States,Some-college,10,Farming-fishing,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Never-married,White,"(16,18]"
1.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(55,60]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Divorced,White,"(40,45]"
1.0,Male,United-States,Masters,14,Exec-managerial,Private,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Sales,Private,Never-married,White,"(18,25]"
0.0,Female,Dominican-Republic,9th,5,Other-service,Private,Divorced,White,"(40,45]"
0.0,Female,United-States,10th,6,Other-service,Private,Widowed,White,"(55,60]"
0.0,Male,United-States,HS-grad,9,Farming-fishing,Self-emp-inc,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,Bachelors,13,Exec-managerial,Private,Divorced,White,"(45,50]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(25,30]"
0.0,Male,United-States,Bachelors,13,Craft-repair,Private,Never-married,White,"(30,35]"
0.0,Male,Mexico,5th-6th,3,Other-service,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,Masters,14,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Private,Married-civ-spouse,White,"(65,90]"
1.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Never-married,White,"(25,30]"
1.0,Female,United-States,HS-grad,9,Exec-managerial,Private,Divorced,Black,"(35,40]"
1.0,Male,United-States,7th-8th,4,Craft-repair,Private,Married-civ-spouse,White,"(55,60]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Never-married,White,"(25,30]"
0.0,Male,United-States,Assoc-voc,11,Craft-repair,Private,Divorced,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Local-gov,Divorced,White,"(35,40]"
1.0,Female,United-States,Some-college,10,Other-service,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(30,35]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,Black,"(35,40]"
0.0,Male,United-States,Bachelors,13,Sales,Private,Never-married,White,"(30,35]"
1.0,Male,United-States,Prof-school,15,Prof-specialty,Self-emp-not-inc,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Assoc-acdm,12,Protective-serv,Federal-gov,Never-married,Black,"(30,35]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,Private,Never-married,Black,"(30,35]"
0.0,Male,United-States,11th,7,Craft-repair,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Craft-repair,Private,Divorced,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Handlers-cleaners,Private,Divorced,White,"(55,60]"
0.0,Female,United-States,Some-college,10,Exec-managerial,Local-gov,Married-civ-spouse,White,"(25,30]"
1.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(50,55]"
1.0,Male,United-States,Prof-school,15,Prof-specialty,Self-emp-inc,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Sales,Private,Married-civ-spouse,White,"(40,45]"
1.0,Male,United-States,Some-college,10,Sales,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Masters,14,Prof-specialty,Self-emp-not-inc,Married-civ-spouse,White,"(30,35]"
0.0,Female,Germany,10th,6,Other-service,Private,Divorced,White,"(25,30]"
0.0,Male,United-States,Some-college,10,Sales,Private,Married-civ-spouse,White,"(18,25]"
0.0,Male,Mexico,7th-8th,4,Craft-repair,Private,Separated,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(18,25]"
0.0,Male,United-States,Bachelors,13,Sales,Self-emp-not-inc,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Self-emp-not-inc,Never-married,White,"(30,35]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Private,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,Asian-Pac-Islander,"(25,30]"
0.0,Female,South,HS-grad,9,Exec-managerial,Private,Never-married,Asian-Pac-Islander,"(18,25]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Never-married,White,"(18,25]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Self-emp-not-inc,Married-civ-spouse,Black,"(40,45]"
0.0,Female,United-States,Bachelors,13,Tech-support,Private,Divorced,White,"(25,30]"
1.0,Female,United-States,Doctorate,16,Exec-managerial,Self-emp-not-inc,Married-AF-spouse,White,"(55,60]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Widowed,Black,"(50,55]"
1.0,Male,United-States,11th,7,Transport-moving,Private,Married-civ-spouse,White,"(25,30]"
0.0,Male,Columbia,11th,7,Other-service,Private,Married-civ-spouse,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Divorced,Black,"(45,50]"
0.0,Female,United-States,11th,7,Adm-clerical,Private,Widowed,White,"(35,40]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Self-emp-not-inc,Married-civ-spouse,White,"(60,65]"
1.0,Male,United-States,HS-grad,9,Exec-managerial,Private,Married-civ-spouse,White,"(45,50]"
1.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Divorced,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Never-married,Black,"(30,35]"
0.0,Female,United-States,Masters,14,Prof-specialty,Local-gov,Never-married,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Craft-repair,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Separated,Asian-Pac-Islander,"(35,40]"
1.0,Male,Japan,Bachelors,13,Exec-managerial,Private,Married-civ-spouse,Asian-Pac-Islander,"(40,45]"
0.0,Male,India,Masters,14,Exec-managerial,Private,Married-civ-spouse,Asian-Pac-Islander,"(35,40]"
0.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Bachelors,13,Sales,Private,Never-married,White,"(40,45]"
0.0,Female,United-States,Assoc-acdm,12,Tech-support,Private,Never-married,White,"(25,30]"
0.0,Female,United-States,11th,7,Sales,Private,Never-married,White,"(16,18]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Never-married,White,"(30,35]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,Private,Divorced,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Never-married,White,"(25,30]"
0.0,Female,United-States,Some-college,10,Exec-managerial,Private,Never-married,White,"(25,30]"
1.0,Female,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,11th,7,Transport-moving,Private,Divorced,White,"(35,40]"
1.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Never-married,White,"(18,25]"
0.0,Male,Mexico,10th,6,Adm-clerical,Federal-gov,Married-civ-spouse,White,"(40,45]"
1.0,Male,United-States,10th,6,Transport-moving,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Married-civ-spouse,White,"(25,30]"
0.0,Male,Cambodia,Some-college,10,Prof-specialty,State-gov,Married-civ-spouse,Asian-Pac-Islander,"(35,40]"
1.0,Male,United-States,Prof-school,15,Prof-specialty,Self-emp-inc,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,Bachelors,13,Exec-managerial,Self-emp-inc,Never-married,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Craft-repair,Private,Divorced,White,"(30,35]"
0.0,Male,United-States,Some-college,10,Tech-support,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Bachelors,13,Sales,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,Assoc-voc,11,Adm-clerical,Private,Separated,Black,"(25,30]"
1.0,Male,United-States,HS-grad,9,Adm-clerical,Private,Separated,White,"(35,40]"
0.0,Female,United-States,HS-grad,9,Other-service,Private,Divorced,White,"(55,60]"
0.0,Female,United-States,Some-college,10,Adm-clerical,Private,Never-married,White,"(25,30]"
0.0,Female,United-States,11th,7,Other-service,Private,Never-married,White,"(45,50]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Self-emp-inc,Married-civ-spouse,White,"(60,65]"
0.0,Male,United-States,HS-grad,9,Other-service,Private,Never-married,Other,"(18,25]"
1.0,Female,United-States,Some-college,10,Adm-clerical,Private,Married-civ-spouse,Black,"(30,35]"
0.0,Female,United-States,HS-grad,9,Exec-managerial,Private,Never-married,Black,"(25,30]"
0.0,Male,United-States,Masters,14,Prof-specialty,Self-emp-not-inc,Married-civ-spouse,White,"(60,65]"
1.0,Male,United-States,Bachelors,13,Craft-repair,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Exec-managerial,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
1.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Adm-clerical,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,Bachelors,13,Sales,Private,Married-civ-spouse,White,"(18,25]"
0.0,Female,United-States,Bachelors,13,Sales,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Exec-managerial,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Some-college,10,Sales,Private,Never-married,White,"(16,18]"
1.0,Male,United-States,Doctorate,16,Prof-specialty,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,Some-college,10,Exec-managerial,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Never-married,White,"(25,30]"
0.0,Male,United-States,Bachelors,13,Adm-clerical,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Private,Never-married,Other,"(18,25]"
0.0,Male,United-States,HS-grad,9,Transport-moving,State-gov,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,HS-grad,9,Farming-fishing,Self-emp-not-inc,Married-civ-spouse,White,"(60,65]"
1.0,Male,United-States,Masters,14,Prof-specialty,Federal-gov,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Adm-clerical,Private,Never-married,White,"(40,45]"
0.0,Female,United-States,Bachelors,13,Exec-managerial,State-gov,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Machine-op-inspct,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Protective-serv,Local-gov,Never-married,White,"(18,25]"
1.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Never-married,White,"(18,25]"
0.0,Male,Germany,Some-college,10,Machine-op-inspct,Private,Married-civ-spouse,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Other-service,State-gov,Married-civ-spouse,White,"(45,50]"
0.0,Male,Puerto-Rico,HS-grad,9,Craft-repair,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Sales,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,7th-8th,4,Craft-repair,Self-emp-not-inc,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Other-service,State-gov,Married-civ-spouse,White,"(40,45]"
0.0,Male,United-States,11th,7,Protective-serv,State-gov,Never-married,White,"(30,35]"
1.0,Male,United-States,Masters,14,Exec-managerial,Federal-gov,Married-civ-spouse,Black,"(45,50]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Married-civ-spouse,White,"(45,50]"
0.0,Male,United-States,Assoc-voc,11,Other-service,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Sales,Private,Divorced,White,"(25,30]"
1.0,Male,Poland,Masters,14,Prof-specialty,Federal-gov,Never-married,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Other-service,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,Some-college,10,Farming-fishing,Self-emp-not-inc,Widowed,White,"(65,90]"
0.0,Male,Mexico,7th-8th,4,Other-service,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Machine-op-inspct,Private,Never-married,White,"(18,25]"
0.0,Female,United-States,Some-college,10,Sales,Private,Married-AF-spouse,White,"(30,35]"
0.0,Female,United-States,Some-college,10,Sales,Private,Divorced,White,"(50,55]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Handlers-cleaners,Private,Divorced,White,"(30,35]"
0.0,Male,United-States,Some-college,10,Sales,Private,Never-married,Black,"(18,25]"
1.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Divorced,White,"(45,50]"
0.0,Female,United-States,HS-grad,9,Exec-managerial,Private,Divorced,White,"(65,90]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Private,Divorced,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Assoc-acdm,12,Other-service,Private,Never-married,White,"(25,30]"
0.0,Male,United-States,Bachelors,13,Prof-specialty,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Craft-repair,Private,Married-civ-spouse,White,"(18,25]"
0.0,Male,United-States,Assoc-voc,11,Machine-op-inspct,Private,Never-married,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Handlers-cleaners,Private,Never-married,White,"(25,30]"
0.0,Male,United-States,11th,7,Sales,Private,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Handlers-cleaners,Private,Married-civ-spouse,Amer-Indian-Eskimo,"(30,35]"
0.0,Male,United-States,9th,5,Craft-repair,State-gov,Married-civ-spouse,Black,"(35,40]"
0.0,Male,United-States,Some-college,10,Exec-managerial,Private,Married-civ-spouse,White,"(50,55]"
0.0,Male,United-States,Some-college,10,Machine-op-inspct,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,HS-grad,9,Exec-managerial,Private,Never-married,White,"(30,35]"
0.0,Male,Laos,5th-6th,3,Machine-op-inspct,Private,Never-married,Asian-Pac-Islander,"(30,35]"
0.0,Female,United-States,Prof-school,15,Prof-specialty,State-gov,Divorced,White,"(60,65]"
1.0,Male,United-States,Some-college,10,Craft-repair,Self-emp-not-inc,Married-civ-spouse,White,"(30,35]"
0.0,Male,Mexico,9th,5,Craft-repair,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Tech-support,Local-gov,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,Bachelors,13,Adm-clerical,Private,Divorced,White,"(40,45]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Self-emp-not-inc,Married-civ-spouse,White,"(35,40]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Never-married,White,"(16,18]"
1.0,Male,United-States,Some-college,10,Exec-managerial,Private,Married-civ-spouse,White,"(60,65]"
0.0,Female,United-States,Assoc-voc,11,Adm-clerical,Federal-gov,Never-married,White,"(18,25]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Self-emp-not-inc,Married-civ-spouse,White,"(30,35]"
0.0,Male,United-States,HS-grad,9,Machine-op-inspct,Private,Never-married,White,"(25,30]"
0.0,Female,United-States,10th,6,Other-service,Private,Widowed,White,"(65,90]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Never-married,Black,"(18,25]"
0.0,Female,United-States,Some-college,10,Other-service,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Adm-clerical,Private,Divorced,White,"(30,35]"
0.0,Female,United-States,HS-grad,9,Tech-support,Private,Separated,White,"(30,35]"
0.0,Male,United-States,Doctorate,16,Prof-specialty,Private,Married-civ-spouse,White,"(40,45]"
0.0,Male,Columbia,1st-4th,2,Farming-fishing,State-gov,Married-civ-spouse,Other,"(60,65]"
0.0,Female,United-States,Bachelors,13,Exec-managerial,Private,Never-married,White,"(30,35]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Local-gov,Married-civ-spouse,White,"(25,30]"
0.0,Male,United-States,Bachelors,13,Farming-fishing,Self-emp-not-inc,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Some-college,10,Farming-fishing,Private,Never-married,White,"(18,25]"
0.0,Male,United-States,Some-college,10,Exec-managerial,Local-gov,Married-civ-spouse,White,"(50,55]"
0.0,Female,United-States,HS-grad,9,Adm-clerical,Private,Widowed,Amer-Indian-Eskimo,"(45,50]"
0.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,11th,7,Exec-managerial,Self-emp-inc,Married-civ-spouse,White,"(40,45]"
0.0,Female,United-States,Bachelors,13,Exec-managerial,Private,Never-married,White,"(50,55]"
1.0,Male,United-States,Bachelors,13,Sales,Private,Married-civ-spouse,White,"(35,40]"
0.0,Male,United-States,Bachelors,13,Exec-managerial,Private,Never-married,Black,"(25,30]"
0.0,Female,United-States,Bachelors,13,Prof-specialty,Local-gov,Never-married,White,"(18,25]"
0.0,Female,United-States,Some-college,10,Adm-clerical,Private,Divorced,White,"(55,60]"
0.0,Male,United-States,10th,6,Other-service,Private,Married-civ-spouse,Black,"(50,55]"
0.0,Male,United-States,HS-grad,9,Craft-repair,Self-emp-inc,Married-civ-spouse,White,"(25,30]"
0.0,Female,United-States,Masters,14,Prof-specialty,Private,Married-civ-spouse,White,"(25,30]"
0.0,Male,United-States,HS-grad,9,Transport-moving,Private,Widowed,White,"(50,55]"
1.0,Male,United-States,Some-college,10,Craft-repair,Private,Married-civ-spouse,White,"(40,45]"
1.0,Male,United-States,HS-grad,9,Transport-moving,Private,Married-civ-spouse,White,"(50,55]"
